     1→import '../../../../core/errors/exceptions.dart';
     2→import '../../../../core/errors/failures.dart';
     3→import '../../../../core/utils/result.dart';
     4→import '../../domain/entities/marketplace_entities.dart';
     5→import '../../domain/repositories/marketplace_repository.dart';
     6→import '../datasources/marketplace_remote_datasource.dart';
     7→import '../models/marketplace_models.dart';
     8→
     9→class MarketplaceRepositoryImpl implements MarketplaceRepository {
    10→  MarketplaceRepositoryImpl({required this.remoteDataSource});
   762→    int offset = 0,
   763→  }) async {
   764→    try {
   765→      final models = await remoteDataSource.getProductReviews(
   766→        productId,
   767→        limit: limit,
   768→        offset: offset,
   769→      );
   770→      return Success(models.map((m) => m.toEntity()).toList());
   771→    } on AuthException catch (e) {
   772→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   773→    } on ServerException catch (e) {
   774→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   775→    } on NetworkException catch (e) {
   776→      return FailureResult(Failure.network(message: e.message));
   777→    } catch (e) {
   778→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   779→    }
   780→  }
   781→
   782→  @override
   783→  Future<Result<MarketplaceReviewEntity>> createReview(
   784→    MarketplaceReviewEntity review,
   785→  ) async {
   786→    try {
   787→      final model = MarketplaceReviewModel.fromEntity(review);
   788→      final result = await remoteDataSource.createReview(model);
   789→      return Success(result.toEntity());
   790→    } on AuthException catch (e) {
   791→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   792→    } on ServerException catch (e) {
   793→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   794→    } on NetworkException catch (e) {
   795→      return FailureResult(Failure.network(message: e.message));
   796→    } catch (e) {
   797→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   798→    }
   799→  }
   800→
   801→  @override
   802→  Future<Result<MarketplaceReviewEntity>> updateReview(
   803→    MarketplaceReviewEntity review,
   804→  ) async {
   805→    try {
   806→      final model = MarketplaceReviewModel.fromEntity(review);
   807→      final result = await remoteDataSource.updateReview(model);
   808→      return Success(result.toEntity());
   809→    } on AuthException catch (e) {
   810→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   811→    } on ServerException catch (e) {
   812→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   813→    } on NetworkException catch (e) {
   814→      return FailureResult(Failure.network(message: e.message));
   815→    } catch (e) {
   816→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   817→    }
   818→  }
   819→
   820→  @override
   821→  Future<Result<bool>> deleteReview(String reviewId) async {
   822→    try {
   823→      final result = await remoteDataSource.deleteReview(reviewId);
   824→      return Success(result);
   825→    } on AuthException catch (e) {
   826→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   827→    } on ServerException catch (e) {
   828→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   829→    } on NetworkException catch (e) {
   830→      return FailureResult(Failure.network(message: e.message));
   831→    } catch (e) {
   832→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   833→    }
   834→  }
   835→
   836→  @override
   837→  Future<Result<MarketplaceReviewEntity>> respondToReview(
   838→    String reviewId,
   839→    String response,
   840→  ) async {
   841→    try {
   842→      final model = await remoteDataSource.respondToReview(reviewId, response);
   843→      return Success(model.toEntity());
   844→    } on AuthException catch (e) {
   845→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   846→    } on ServerException catch (e) {
   847→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   848→    } on NetworkException catch (e) {
   849→      return FailureResult(Failure.network(message: e.message));
   850→    } catch (e) {
   851→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   852→    }
   853→  }
   854→
   855→  @override
   856→  Future<Result<bool>> voteReviewHelpful(
   857→    String reviewId,
   858→    String userId,
   859→  ) async {
   860→    try {
   861→      final result = await remoteDataSource.voteReviewHelpful(reviewId, userId);
   862→      return Success(result);
   863→    } on AuthException catch (e) {
   864→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   865→    } on ServerException catch (e) {
   866→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   867→    } on NetworkException catch (e) {
   868→      return FailureResult(Failure.network(message: e.message));
   869→    } catch (e) {
   870→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   871→    }
   872→  }
   873→
   874→  @override
   875→  Future<Result<bool>> reportReview(
   876→    String reviewId,
   877→    String reason,
   878→  ) async {
   879→    try {
   880→      final result = await remoteDataSource.reportReview(reviewId, reason);
   881→      return Success(result);
   882→    } on AuthException catch (e) {
   883→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   884→    } on ServerException catch (e) {
   885→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   886→    } on NetworkException catch (e) {
   887→      return FailureResult(Failure.network(message: e.message));
   888→    } catch (e) {
   889→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   890→    }
   891→  }
   892→
   893→  // ─── Wishlist ────────────────────────────────────────────────────────
   894→
   895→  @override
   896→  Future<Result<List<WishlistEntity>>> getUserWishlist(String userId) async {
   897→    try {
   898→      final models = await remoteDataSource.getUserWishlist(userId);
   899→      return Success(models.map((m) => m.toEntity()).toList());
   900→    } on AuthException catch (e) {
   901→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   902→    } on ServerException catch (e) {
   903→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   904→    } on NetworkException catch (e) {
   905→      return FailureResult(Failure.network(message: e.message));
   906→    } catch (e) {
   907→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   908→    }
   909→  }
   910→
   911→  @override
   912→  Future<Result<WishlistEntity>> addToWishlist(
   913→    String userId,
   914→    String productId,
   915→  ) async {
   916→    try {
   917→      final model = await remoteDataSource.addToWishlist(userId, productId);
   918→      return Success(model.toEntity());
   919→    } on AuthException catch (e) {
   920→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   921→    } on ServerException catch (e) {
   922→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   923→    } on NetworkException catch (e) {
   924→      return FailureResult(Failure.network(message: e.message));
   925→    } catch (e) {
   926→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   927→    }
   928→  }
   929→
   930→  @override
   931→  Future<Result<bool>> removeFromWishlist(String wishlistId) async {
   932→    try {
   933→      final result = await remoteDataSource.removeFromWishlist(wishlistId);
   934→      return Success(result);
   935→    } on AuthException catch (e) {
   936→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   937→    } on ServerException catch (e) {
   938→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   939→    } on NetworkException catch (e) {
   940→      return FailureResult(Failure.network(message: e.message));
   941→    } catch (e) {
   942→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   943→    }
   944→  }
   945→
   946→  @override
   947→  Future<Result<bool>> isInWishlist(
   948→    String userId,
   949→    String productId,
   950→  ) async {
   951→    try {
   952→      final result = await remoteDataSource.isInWishlist(userId, productId);
   953→      return Success(result);
   954→    } on AuthException catch (e) {
   955→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   956→    } on ServerException catch (e) {
   957→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   958→    } on NetworkException catch (e) {
   959→      return FailureResult(Failure.network(message: e.message));
   960→    } catch (e) {
   961→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   962→    }
   963→  }
   964→
   965→  // ─── Promo Codes ─────────────────────────────────────────────────────
   966→
   967→  @override
   968→  Future<Result<PromoCodeEntity>> validatePromoCode(
   969→    String code, {
   970→    double? orderAmount,
   971→    List<MarketplaceProductType>? productTypes,
   972→  }) async {
   973→    try {
   974→      final model = await remoteDataSource.validatePromoCode(
   975→        code,
   976→        orderAmount: orderAmount,
   977→        productTypes: productTypes?.map((e) => e.value).toList(),
   978→      );
   979→      return Success(model.toEntity());
   980→    } on AuthException catch (e) {
   981→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   982→    } on ServerException catch (e) {
   983→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
   984→    } on NetworkException catch (e) {
   985→      return FailureResult(Failure.network(message: e.message));
   986→    } catch (e) {
   987→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
   988→    }
   989→  }
   990→
   991→  @override
   992→  Future<Result<bool>> applyPromoCode(String promoCodeId) async {
   993→    try {
   994→      final result = await remoteDataSource.applyPromoCode(promoCodeId);
   995→      return Success(result);
   996→    } on AuthException catch (e) {
   997→      return FailureResult(Failure.auth(message: e.message, code: e.code));
   998→    } on ServerException catch (e) {
   999→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1000→    } on NetworkException catch (e) {
  1001→      return FailureResult(Failure.network(message: e.message));
  1002→    } catch (e) {
  1003→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1004→    }
  1005→  }
  1006→
  1007→  @override
  1008→  Future<Result<List<PromoCodeEntity>>> getPromoCodes({
  1009→    bool activeOnly = true,
  1010→  }) async {
  1011→    try {
  1012→      final models = await remoteDataSource.getPromoCodes(activeOnly: activeOnly);
  1013→      return Success(models.map((m) => m.toEntity()).toList());
  1014→    } on AuthException catch (e) {
  1015→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1016→    } on ServerException catch (e) {
  1017→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1018→    } on NetworkException catch (e) {
  1019→      return FailureResult(Failure.network(message: e.message));
  1020→    } catch (e) {
  1021→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1022→    }
  1023→  }
  1024→
  1025→  @override
  1026→  Future<Result<PromoCodeEntity>> createPromoCode(
  1027→    PromoCodeEntity promoCode,
  1028→  ) async {
  1029→    try {
  1030→      final model = PromoCodeModel.fromEntity(promoCode);
  1031→      final result = await remoteDataSource.createPromoCode(model);
  1032→      return Success(result.toEntity());
  1033→    } on AuthException catch (e) {
  1034→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1035→    } on ServerException catch (e) {
  1036→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1037→    } on NetworkException catch (e) {
  1038→      return FailureResult(Failure.network(message: e.message));
  1039→    } catch (e) {
  1040→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1041→    }
  1042→  }
  1043→
  1044→  @override
  1045→  Future<Result<PromoCodeEntity>> updatePromoCode(
  1046→    PromoCodeEntity promoCode,
  1047→  ) async {
  1048→    try {
  1049→      final model = PromoCodeModel.fromEntity(promoCode);
  1050→      final result = await remoteDataSource.updatePromoCode(model);
  1051→      return Success(result.toEntity());
  1052→    } on AuthException catch (e) {
  1053→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1054→    } on ServerException catch (e) {
  1055→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1056→    } on NetworkException catch (e) {
  1057→      return FailureResult(Failure.network(message: e.message));
  1058→    } catch (e) {
  1059→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1060→    }
  1061→  }
  1062→
  1063→  // ─── Commissions ─────────────────────────────────────────────────────
  1064→
  1065→  @override
  1066→  Future<Result<List<CommissionRateEntity>>> getCommissionRates({
  1067→    MarketplaceProductType? productType,
  1068→    MarketplaceLicenseType? licenseType,
  1069→  }) async {
  1070→    try {
  1071→      final models = await remoteDataSource.getCommissionRates(
  1072→        productType: productType?.value,
  1073→        licenseType: licenseType?.value,
  1074→      );
  1075→      return Success(models.map((m) => m.toEntity()).toList());
  1076→    } on AuthException catch (e) {
  1077→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1078→    } on ServerException catch (e) {
  1079→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1080→    } on NetworkException catch (e) {
  1081→      return FailureResult(Failure.network(message: e.message));
  1082→    } catch (e) {
  1083→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1084→    }
  1085→  }
  1086→
  1087→  @override
  1088→  Future<Result<CommissionRateEntity>> upsertCommissionRate(
  1089→    CommissionRateEntity rate,
  1090→  ) async {
  1091→    try {
  1092→      final model = CommissionRateModel.fromEntity(rate);
  1093→      final result = await remoteDataSource.upsertCommissionRate(model);
  1094→      return Success(result.toEntity());
  1095→    } on AuthException catch (e) {
  1096→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1097→    } on ServerException catch (e) {
  1098→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1099→    } on NetworkException catch (e) {
  1100→      return FailureResult(Failure.network(message: e.message));
  1101→    } catch (e) {
  1102→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1103→    }
  1104→  }
  1105→
  1106→  @override
  1107→  Future<Result<List<CommissionRecordEntity>>> getCommissionRecords(
  1108→    String sellerId, {
  1109→    int limit = 20,
  1110→    int offset = 0,
  1111→  }) async {
  1112→    try {
  1113→      final models = await remoteDataSource.getCommissionRecords(
  1114→        sellerId,
  1115→        limit: limit,
  1116→        offset: offset,
  1117→      );
  1118→      return Success(models.map((m) => m.toEntity()).toList());
  1119→    } on AuthException catch (e) {
  1120→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1121→    } on ServerException catch (e) {
  1122→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1123→    } on NetworkException catch (e) {
  1124→      return FailureResult(Failure.network(message: e.message));
  1125→    } catch (e) {
  1126→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1127→    }
  1128→  }
  1129→
  1130→  // ─── Analytics ───────────────────────────────────────────────────────
  1131→
  1132→  @override
  1133→  Future<Result<SellerAnalyticsEntity>> getSellerAnalytics(
  1134→    String sellerId, {
  1135→    DateTime? startDate,
  1136→    DateTime? endDate,
  1137→  }) async {
  1138→    try {
  1139→      final models = await remoteDataSource.getSellerAnalytics(
  1140→        sellerId,
  1141→        startDate: startDate,
  1142→        endDate: endDate,
  1143→      );
  1144→      if (models.isEmpty) {
  1145→        return FailureResult(const Failure.notFound(
  1146→          message: 'No seller analytics data found.',
  1147→        ));
  1148→      }
  1149→      return Success(models.first.toEntity());
  1150→    } on AuthException catch (e) {
  1151→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1152→    } on ServerException catch (e) {
  1153→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1154→    } on NetworkException catch (e) {
  1155→      return FailureResult(Failure.network(message: e.message));
  1156→    } catch (e) {
  1157→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1158→    }
  1159→  }
  1160→
  1161→  @override
  1162→  Future<Result<ProductAnalyticsEntity>> getProductAnalytics(
  1163→    String productId, {
  1164→    DateTime? startDate,
  1165→    DateTime? endDate,
  1166→  }) async {
  1167→    try {
  1168→      final models = await remoteDataSource.getProductAnalytics(
  1169→        productId,
  1170→        startDate: startDate,
  1171→        endDate: endDate,
  1172→      );
  1173→      if (models.isEmpty) {
  1174→        return FailureResult(const Failure.notFound(
  1175→          message: 'No product analytics data found.',
  1176→        ));
  1177→      }
  1178→      return Success(models.first.toEntity());
  1179→    } on AuthException catch (e) {
  1180→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1181→    } on ServerException catch (e) {
  1182→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1183→    } on NetworkException catch (e) {
  1184→      return FailureResult(Failure.network(message: e.message));
  1185→    } catch (e) {
  1186→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1187→    }
  1188→  }
  1189→
  1190→  @override
  1191→  Future<Result<bool>> recordSearchEvent(
  1192→    MarketplaceSearchLogEntity searchLog,
  1193→  ) async {
  1194→    try {
  1195→      final model = MarketplaceSearchLogModel.fromEntity(searchLog);
  1196→      final result = await remoteDataSource.recordSearchEvent(model);
  1197→      return Success(result);
  1198→    } on AuthException catch (e) {
  1199→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1200→    } on ServerException catch (e) {
  1201→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1202→    } on NetworkException catch (e) {
  1203→      return FailureResult(Failure.network(message: e.message));
  1204→    } catch (e) {
  1205→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1206→    }
  1207→  }
  1208→
  1209→  @override
  1210→  Future<Result<bool>> recordAIRecommendation(
  1211→    AIRecommendationEntity recommendation,
  1212→  ) async {
  1213→    try {
  1214→      final model = AIRecommendationModel.fromEntity(recommendation);
  1215→      final result = await remoteDataSource.recordAIRecommendation(model);
  1216→      return Success(result);
  1217→    } on AuthException catch (e) {
  1218→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1219→    } on ServerException catch (e) {
  1220→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1221→    } on NetworkException catch (e) {
  1222→      return FailureResult(Failure.network(message: e.message));
  1223→    } catch (e) {
  1224→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1225→    }
  1226→  }
  1227→
  1228→  // ─── Quality Checks ──────────────────────────────────────────────────
  1229→
  1230→  @override
  1231→  Future<Result<QualityCheckEntity>> runQualityCheck(String productId) async {
  1232→    try {
  1233→      final model = await remoteDataSource.runQualityCheck(productId);
  1234→      return Success(model.toEntity());
  1235→    } on AuthException catch (e) {
  1236→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1237→    } on ServerException catch (e) {
  1238→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1239→    } on NetworkException catch (e) {
  1240→      return FailureResult(Failure.network(message: e.message));
  1241→    } catch (e) {
  1242→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1243→    }
  1244→  }
  1245→
  1246→  @override
  1247→  Future<Result<QualityCheckEntity>> getQualityCheck(String productId) async {
  1248→    try {
  1249→      final model = await remoteDataSource.getQualityCheck(productId);
  1250→      return Success(model.toEntity());
  1251→    } on AuthException catch (e) {
  1252→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1253→    } on ServerException catch (e) {
  1254→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1255→    } on NetworkException catch (e) {
  1256→      return FailureResult(Failure.network(message: e.message));
  1257→    } catch (e) {
  1258→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1259→    }
  1260→  }
  1261→
  1262→  @override
  1263→  Future<Result<List<QualityCheckEntity>>> getProductQualityHistory(
  1264→    String productId,
  1265→  ) async {
  1266→    try {
  1267→      final models = await remoteDataSource.getProductQualityHistory(productId);
  1268→      return Success(models.map((m) => m.toEntity()).toList());
  1269→    } on AuthException catch (e) {
  1270→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1271→    } on ServerException catch (e) {
  1272→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1273→    } on NetworkException catch (e) {
  1274→      return FailureResult(Failure.network(message: e.message));
  1275→    } catch (e) {
  1276→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1277→    }
  1278→  }
  1279→
  1280→  // ─── Disputes ────────────────────────────────────────────────────────
  1281→
  1282→  @override
  1283→  Future<Result<DisputeEntity>> createDispute(DisputeEntity dispute) async {
  1284→    try {
  1285→      final model = DisputeModel.fromEntity(dispute);
  1286→      final result = await remoteDataSource.createDispute(model);
  1287→      return Success(result.toEntity());
  1288→    } on AuthException catch (e) {
  1289→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1290→    } on ServerException catch (e) {
  1291→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1292→    } on NetworkException catch (e) {
  1293→      return FailureResult(Failure.network(message: e.message));
  1294→    } catch (e) {
  1295→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1296→    }
  1297→  }
  1298→
  1299→  @override
  1300→  Future<Result<DisputeEntity>> getDispute(String disputeId) async {
  1301→    try {
  1302→      final model = await remoteDataSource.getDispute(disputeId);
  1303→      return Success(model.toEntity());
  1304→    } on AuthException catch (e) {
  1305→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1306→    } on ServerException catch (e) {
  1307→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1308→    } on NetworkException catch (e) {
  1309→      return FailureResult(Failure.network(message: e.message));
  1310→    } catch (e) {
  1311→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1312→    }
  1313→  }
  1314→
  1315→  @override
  1316→  Future<Result<List<DisputeEntity>>> getDisputes({
  1317→    String? orderId,
  1318→    String? buyerId,
  1319→    String? sellerId,
  1320→    DisputeStatus? status,
  1321→  }) async {
  1322→    try {
  1323→      final models = await remoteDataSource.getDisputes(
  1324→        orderId: orderId,
  1325→        buyerId: buyerId,
  1326→        sellerId: sellerId,
  1327→        status: status?.value,
  1328→      );
  1329→      return Success(models.map((m) => m.toEntity()).toList());
  1330→    } on AuthException catch (e) {
  1331→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1332→    } on ServerException catch (e) {
  1333→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1334→    } on NetworkException catch (e) {
  1335→      return FailureResult(Failure.network(message: e.message));
  1336→    } catch (e) {
  1337→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1338→    }
  1339→  }
  1340→
  1341→  @override
  1342→  Future<Result<DisputeEntity>> resolveDispute(
  1343→    String disputeId,
  1344→    String resolution,
  1345→    String resolvedBy,
  1346→  ) async {
  1347→    try {
  1348→      final model = await remoteDataSource.resolveDispute(
  1349→        disputeId,
  1350→        resolution,
  1351→        resolvedBy,
  1352→      );
  1353→      return Success(model.toEntity());
  1354→    } on AuthException catch (e) {
  1355→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1356→    } on ServerException catch (e) {
  1357→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1358→    } on NetworkException catch (e) {
  1359→      return FailureResult(Failure.network(message: e.message));
  1360→    } catch (e) {
  1361→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1362→    }
  1363→  }
  1364→
  1365→  // ─── Notifications ───────────────────────────────────────────────────
  1366→
  1367→  @override
  1368→  Future<Result<List<MarketplaceNotificationEntity>>> getUserNotifications(
  1369→    String userId, {
  1370→    bool unreadOnly = false,
  1371→    int limit = 20,
  1372→  }) async {
  1373→    try {
  1374→      final models = await remoteDataSource.getUserNotifications(
  1375→        userId,
  1376→        unreadOnly: unreadOnly,
  1377→        limit: limit,
  1378→      );
  1379→      return Success(models.map((m) => m.toEntity()).toList());
  1380→    } on AuthException catch (e) {
  1381→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1382→    } on ServerException catch (e) {
  1383→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1384→    } on NetworkException catch (e) {
  1385→      return FailureResult(Failure.network(message: e.message));
  1386→    } catch (e) {
  1387→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1388→    }
  1389→  }
  1390→
  1391→  @override
  1392→  Future<Result<bool>> markNotificationRead(String notificationId) async {
  1393→    try {
  1394→      final result = await remoteDataSource.markNotificationRead(notificationId);
  1395→      return Success(result);
  1396→    } on AuthException catch (e) {
  1397→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1398→    } on ServerException catch (e) {
  1399→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1400→    } on NetworkException catch (e) {
  1401→      return FailureResult(Failure.network(message: e.message));
  1402→    } catch (e) {
  1403→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1404→    }
  1405→  }
  1406→
  1407→  @override
  1408→  Future<Result<bool>> markAllNotificationsRead(String userId) async {
  1409→    try {
  1410→      final result = await remoteDataSource.markAllNotificationsRead(userId);
  1411→      return Success(result);
  1412→    } on AuthException catch (e) {
  1413→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1414→    } on ServerException catch (e) {
  1415→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1416→    } on NetworkException catch (e) {
  1417→      return FailureResult(Failure.network(message: e.message));
  1418→    } catch (e) {
  1419→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1420→    }
  1421→  }
  1422→
  1423→  @override
  1424→  Future<Result<MarketplaceNotificationEntity>> createNotification(
  1425→    MarketplaceNotificationEntity notification,
  1426→  ) async {
  1427→    try {
  1428→      final model = MarketplaceNotificationModel.fromEntity(notification);
  1429→      final result = await remoteDataSource.createNotification(model);
  1430→      return Success(result.toEntity());
  1431→    } on AuthException catch (e) {
  1432→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1433→    } on ServerException catch (e) {
  1434→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1435→    } on NetworkException catch (e) {
  1436→      return FailureResult(Failure.network(message: e.message));
  1437→    } catch (e) {
  1438→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1439→    }
  1440→  }
  1441→
  1442→  // ─── Saved Searches ──────────────────────────────────────────────────
  1443→
  1444→  @override
  1445→  Future<Result<List<SavedSearchEntity>>> getSavedSearches(
  1446→    String userId,
  1447→  ) async {
  1448→    try {
  1449→      final models = await remoteDataSource.getSavedSearches(userId);
  1450→      return Success(models.map((m) => m.toEntity()).toList());
  1451→    } on AuthException catch (e) {
  1452→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1453→    } on ServerException catch (e) {
  1454→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1455→    } on NetworkException catch (e) {
  1456→      return FailureResult(Failure.network(message: e.message));
  1457→    } catch (e) {
  1458→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1459→    }
  1460→  }
  1461→
  1462→  @override
  1463→  Future<Result<SavedSearchEntity>> createSavedSearch(
  1464→    SavedSearchEntity savedSearch,
  1465→  ) async {
  1466→    try {
  1467→      final model = SavedSearchModel.fromEntity(savedSearch);
  1468→      final result = await remoteDataSource.createSavedSearch(model);
  1469→      return Success(result.toEntity());
  1470→    } on AuthException catch (e) {
  1471→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1472→    } on ServerException catch (e) {
  1473→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1474→    } on NetworkException catch (e) {
  1475→      return FailureResult(Failure.network(message: e.message));
  1476→    } catch (e) {
  1477→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1478→    }
  1479→  }
  1480→
  1481→  @override
  1482→  Future<Result<bool>> deleteSavedSearch(String savedSearchId) async {
  1483→    try {
  1484→      final result = await remoteDataSource.deleteSavedSearch(savedSearchId);
  1485→      return Success(result);
  1486→    } on AuthException catch (e) {
  1487→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1488→    } on ServerException catch (e) {
  1489→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1490→    } on NetworkException catch (e) {
  1491→      return FailureResult(Failure.network(message: e.message));
  1492→    } catch (e) {
  1493→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1494→    }
  1495→  }
  1496→
  1497→  // ─── AI Recommendations ──────────────────────────────────────────────
